,# of Dialysis Stations,Offers in-center hemodialysis,Offers in-center peritoneal dialysis,Offers home hemodialysis training,Percentage of Medicare patients with Hgb<10 g/dL,Percentage of Medicare patients with Hgb>12 g/dL,Number of Dialysis Patients with Hgb data,Percent of Adult HD patients with Kt/V >= 1.2,Percentage of Adult PD PTS with Kt/V >= 1.7,Percentage of Pediatric HD patients with Kt/V >= 1.2,Percentage of Adult patients with hypercalcemia (serum calcium greater than 10.2 mg/dL),Percentage of Adult patients with serum phosphorus less than 3.5 mg/dL,Percentage of Adult patients with serum phosphorus between 3.5-4.5 mg/dL,Percentage of Adult patients with serum phosphorus between 4.6-5.5 mg/dL,Percentage of Adult patients with serum phosphorus between 5.6-7.0 mg/dL,Percentage of Adult patients with serum phosphorus greater than 7.0 mg/dL,Percentage of pediatric PD patients with Kt/V>=1.8,Fistula Rate (Facility),Percentage of Adult patients with long term catheter in use,Percentage of pediatric HD patients with nPCR,Readmission Rate (Facility),Mortality Rate (Facility),risk_zone
1216,33,1,1,1,15.0,1.0,102.0,98.0,90.74918566775244,95.21428571428571,1.0,15.0,29.0,25.0,22.0,9.0,71.35483870967742,59.0,16.0,95.875,29.6,15.2,1
1217,12,1,1,1,36.0,0.0,14.0,100.0,90.74918566775244,95.21428571428571,0.0,8.0,42.0,31.0,14.0,5.0,71.35483870967742,73.0,5.0,95.875,25.5,13.6,1
1218,34,1,1,1,14.0,1.0,104.0,97.0,87.0,95.21428571428571,3.0,11.0,29.0,32.0,18.0,10.0,71.35483870967742,69.0,8.0,95.875,33.7,28.7,2
1219,12,1,0,0,33.0,0.0,55.0,98.0,90.74918566775244,95.21428571428571,3.0,26.0,30.0,28.0,8.0,7.0,71.35483870967742,60.0,12.0,95.875,32.8,19.5,2
1220,30,1,1,1,13.0,0.0,53.0,100.0,90.74918566775244,95.21428571428571,0.0,12.0,24.0,30.0,24.0,11.0,71.35483870967742,63.0,9.0,95.875,19.0,17.0,1
1221,16,1,1,1,5.0,0.0,19.0,89.0,90.74918566775244,95.21428571428571,14.0,14.0,24.0,29.0,20.0,13.0,71.35483870967742,72.0,16.0,95.875,32.7,30.5,2
1222,27,1,1,0,42.0,0.0,73.0,96.0,90.74918566775244,95.21428571428571,2.0,6.0,30.0,36.0,17.0,12.0,71.35483870967742,68.0,19.0,95.875,34.0,20.5,2
1223,16,1,0,0,6.0,0.0,34.0,99.0,90.74918566775244,95.21428571428571,4.0,7.0,34.0,30.0,20.0,10.0,71.35483870967742,59.0,11.0,95.875,31.0,22.5,2
1224,12,1,1,0,14.0,0.0,37.0,99.0,100.0,95.21428571428571,2.0,5.0,21.0,38.0,26.0,10.0,71.35483870967742,62.0,5.0,95.875,21.4,15.3,1
1225,31,1,1,0,4.0,0.0,49.0,98.0,89.0,95.21428571428571,1.0,7.0,23.0,24.0,26.0,20.0,71.35483870967742,65.0,4.0,95.875,35.8,20.1,2
1226,24,1,0,0,14.0,0.0,22.0,99.0,90.74918566775244,95.21428571428571,0.0,13.0,30.0,23.0,24.0,9.0,71.35483870967742,74.0,15.0,95.875,16.5,18.0,1
1227,21,1,0,0,11.0,0.0,57.0,98.0,90.74918566775244,95.21428571428571,1.0,12.0,26.0,23.0,25.0,13.0,71.35483870967742,64.0,4.0,95.875,36.7,14.5,2
1228,4,0,1,1,17.60762331838565,0.22266298723697828,0.0,95.98320456835741,90.74918566775244,95.21428571428571,18.0,8.779016805402858,25.765980838699544,31.04083555834773,21.35746819538244,13.055599183288834,71.35483870967742,63.26854891661195,12.24376231122784,95.875,26.72686037126708,21.716423297785052,1
1229,21,1,1,0,23.0,0.0,13.0,93.0,92.0,95.21428571428571,0.0,3.0,30.0,40.0,18.0,9.0,71.35483870967742,82.0,5.0,95.875,19.8,25.2,1
1230,30,1,1,1,19.0,0.0,94.0,99.0,79.0,95.21428571428571,2.0,8.0,24.0,28.0,27.0,13.0,71.35483870967742,66.0,11.0,95.875,19.8,13.4,1
1231,17,1,1,0,17.60762331838565,0.22266298723697828,0.0,95.98320456835741,90.74918566775244,95.21428571428571,2.448151062155783,8.779016805402858,25.765980838699544,31.04083555834773,21.35746819538244,13.055599183288834,71.35483870967742,63.26854891661195,12.24376231122784,95.875,26.72686037126708,21.716423297785052,1
1232,24,1,1,0,4.0,0.0,45.0,99.0,90.74918566775244,95.21428571428571,3.0,8.0,27.0,36.0,25.0,5.0,71.35483870967742,65.0,10.0,95.875,41.7,15.1,2
1233,17,1,0,0,13.0,0.0,40.0,95.0,90.74918566775244,95.21428571428571,1.0,11.0,30.0,26.0,18.0,15.0,71.35483870967742,59.0,5.0,95.875,21.5,18.8,1
1234,17,1,1,0,17.60762331838565,0.22266298723697828,47.0,95.98320456835741,90.74918566775244,95.21428571428571,2.448151062155783,8.779016805402858,25.765980838699544,31.04083555834773,21.35746819538244,13.055599183288834,71.35483870967742,63.26854891661195,12.24376231122784,95.875,26.72686037126708,21.716423297785052,1
1235,12,1,0,0,17.60762331838565,0.22266298723697828,2.0,93.0,90.74918566775244,95.21428571428571,37.0,8.779016805402858,25.765980838699544,31.04083555834773,21.35746819538244,13.055599183288834,71.35483870967742,0.0,18.0,95.875,14.8,21.716423297785052,1
1236,20,1,1,0,33.0,0.0,33.0,98.0,90.74918566775244,95.21428571428571,2.0,5.0,28.0,39.0,19.0,9.0,71.35483870967742,48.0,21.0,95.875,38.0,21.5,2
1237,17,1,0,0,24.0,0.0,50.0,99.0,90.74918566775244,95.21428571428571,1.0,9.0,29.0,34.0,16.0,12.0,71.35483870967742,58.0,9.0,95.875,32.1,22.3,2
1238,9,1,0,0,17.60762331838565,0.22266298723697828,1.0,95.98320456835741,90.74918566775244,95.21428571428571,2.448151062155783,8.779016805402858,25.765980838699544,31.04083555834773,21.35746819538244,13.055599183288834,71.35483870967742,63.26854891661195,12.24376231122784,95.875,39.1,21.716423297785052,2
1239,20,1,0,0,11.0,0.0,45.0,98.0,90.74918566775244,95.21428571428571,1.0,4.0,22.0,39.0,18.0,17.0,71.35483870967742,62.0,11.0,95.875,29.5,31.9,1
1240,22,1,1,1,14.0,0.0,49.0,97.0,99.0,95.21428571428571,2.0,7.0,23.0,33.0,22.0,15.0,71.35483870967742,61.0,13.0,95.875,21.6,19.0,1
1241,4,0,1,1,0.0,0.0,19.0,95.98320456835741,100.0,95.21428571428571,0.0,7.0,26.0,32.0,27.0,9.0,71.35483870967742,63.26854891661195,12.24376231122784,95.875,5.8,20.1,1
1242,18,1,0,0,27.0,0.0,49.0,95.0,90.74918566775244,95.21428571428571,2.0,11.0,25.0,24.0,24.0,16.0,71.35483870967742,65.0,9.0,95.875,32.7,19.2,2
1243,0,0,1,1,18.0,0.0,17.0,95.98320456835741,92.0,95.21428571428571,1.0,8.0,26.0,31.0,24.0,11.0,71.35483870967742,38.0,30.0,95.875,10.3,21.9,1
1244,27,1,1,0,60.0,0.0,63.0,97.0,90.74918566775244,95.21428571428571,2.0,4.0,24.0,32.0,21.0,18.0,71.35483870967742,58.0,25.0,95.875,29.3,15.4,1
1245,22,1,1,1,9.0,0.0,57.0,95.0,81.0,95.21428571428571,2.0,4.0,16.0,28.0,33.0,20.0,71.35483870967742,56.0,16.0,95.875,18.8,16.8,1
1246,12,1,1,0,18.0,0.0,34.0,99.0,99.0,95.21428571428571,1.0,8.0,27.0,28.0,23.0,13.0,71.35483870967742,61.0,10.0,95.875,27.2,24.2,1
1247,24,1,1,0,21.0,0.0,57.0,99.0,90.74918566775244,95.21428571428571,2.0,9.0,32.0,35.0,18.0,5.0,71.35483870967742,67.0,8.0,95.875,13.7,16.1,1
1248,12,1,0,0,20.0,0.0,46.0,97.0,90.74918566775244,95.21428571428571,1.0,5.0,27.0,38.0,18.0,12.0,71.35483870967742,59.0,8.0,95.875,30.2,22.5,2
1249,20,1,1,0,22.0,0.0,67.0,98.0,82.0,95.21428571428571,2.0,7.0,27.0,34.0,17.0,15.0,71.35483870967742,74.0,4.0,95.875,27.3,20.0,1
1250,21,1,1,1,19.0,0.0,42.0,96.0,90.74918566775244,95.21428571428571,1.0,9.0,21.0,30.0,22.0,19.0,71.35483870967742,60.0,13.0,95.875,26.9,17.2,1
1251,21,1,0,0,19.0,0.0,27.0,90.0,90.74918566775244,95.21428571428571,2.0,11.0,28.0,38.0,14.0,9.0,71.35483870967742,56.0,6.0,95.875,44.6,27.7,2
1252,16,1,1,1,13.0,0.0,63.0,99.0,92.0,95.21428571428571,0.0,11.0,32.0,37.0,13.0,8.0,71.35483870967742,59.0,9.0,95.875,26.1,17.2,1
1253,9,1,0,0,17.60762331838565,0.22266298723697828,9.0,99.0,90.74918566775244,95.21428571428571,3.0,10.0,24.0,29.0,26.0,11.0,71.35483870967742,59.0,10.0,95.875,26.72686037126708,21.716423297785052,1
1254,19,1,0,0,17.60762331838565,0.22266298723697828,67.0,95.98320456835741,90.74918566775244,95.21428571428571,2.448151062155783,8.779016805402858,25.765980838699544,31.04083555834773,21.35746819538244,13.055599183288834,71.35483870967742,63.26854891661195,12.24376231122784,95.875,26.72686037126708,21.716423297785052,1
1255,14,1,1,0,38.0,0.0,37.0,95.0,90.74918566775244,95.21428571428571,5.0,8.0,24.0,29.0,23.0,16.0,71.35483870967742,61.0,15.0,95.875,22.1,20.1,1
1256,33,1,1,1,26.0,0.0,43.0,93.0,92.0,95.21428571428571,2.0,8.0,25.0,29.0,25.0,14.0,71.35483870967742,68.0,16.0,95.875,16.0,16.9,1
1257,15,1,0,0,63.0,0.0,24.0,99.0,90.74918566775244,95.21428571428571,3.0,4.0,28.0,36.0,26.0,5.0,71.35483870967742,82.0,12.0,95.875,19.5,23.5,1
1258,12,1,1,0,29.0,0.0,31.0,96.0,90.74918566775244,95.21428571428571,3.0,5.0,22.0,35.0,19.0,19.0,71.35483870967742,59.0,9.0,95.875,34.6,18.3,2
1259,18,1,1,1,15.0,0.0,55.0,97.0,90.0,95.21428571428571,3.0,11.0,28.0,28.0,21.0,13.0,71.35483870967742,64.0,4.0,95.875,25.9,15.9,1
1260,10,1,0,0,6.0,0.0,32.0,96.0,90.74918566775244,95.21428571428571,4.0,10.0,30.0,34.0,14.0,12.0,71.35483870967742,85.0,9.0,95.875,23.7,23.6,1
1261,12,1,0,0,17.60762331838565,0.22266298723697828,0.0,95.98320456835741,90.74918566775244,95.21428571428571,2.448151062155783,8.779016805402858,25.765980838699544,31.04083555834773,21.35746819538244,13.055599183288834,71.35483870967742,63.26854891661195,12.24376231122784,95.875,26.72686037126708,21.716423297785052,1
1262,15,1,1,0,21.0,0.0,38.0,95.0,90.74918566775244,95.21428571428571,2.0,16.0,31.0,32.0,14.0,7.0,71.35483870967742,66.0,10.0,95.875,33.7,12.6,2
1263,17,1,1,0,48.0,0.0,27.0,97.0,79.0,95.21428571428571,1.0,3.0,25.0,43.0,18.0,12.0,71.35483870967742,69.0,6.0,95.875,23.0,25.3,1
1264,16,1,0,0,12.0,0.0,69.0,98.0,93.0,95.21428571428571,0.0,9.0,23.0,27.0,26.0,15.0,71.35483870967742,55.0,17.0,95.875,33.6,21.9,2
1265,11,1,1,1,17.60762331838565,0.22266298723697828,0.0,96.0,90.74918566775244,95.21428571428571,0.0,9.0,23.0,18.0,23.0,27.0,71.35483870967742,51.0,0.0,95.875,26.72686037126708,21.716423297785052,1
1266,3,1,1,0,17.60762331838565,0.22266298723697828,1.0,95.98320456835741,89.0,95.21428571428571,5.0,5.0,20.0,28.0,30.0,18.0,71.35483870967742,63.26854891661195,12.24376231122784,95.875,26.72686037126708,21.716423297785052,1
1267,8,1,1,1,17.0,0.0,12.0,98.0,90.74918566775244,95.21428571428571,0.0,10.0,26.0,31.0,23.0,10.0,71.35483870967742,78.0,2.0,95.875,9.7,6.4,1
1268,14,1,0,0,7.0,0.0,15.0,98.0,90.74918566775244,95.21428571428571,2.0,6.0,22.0,38.0,19.0,14.0,71.35483870967742,78.0,3.0,95.875,22.4,14.4,1
1269,20,1,1,1,18.0,0.0,39.0,98.0,90.74918566775244,95.21428571428571,1.0,11.0,28.0,23.0,26.0,12.0,71.35483870967742,66.0,8.0,95.875,30.3,18.8,2
1270,17,1,1,0,17.60762331838565,0.22266298723697828,23.0,95.98320456835741,90.74918566775244,95.21428571428571,2.448151062155783,8.779016805402858,25.765980838699544,31.04083555834773,21.35746819538244,13.055599183288834,71.35483870967742,63.26854891661195,12.24376231122784,95.875,26.72686037126708,21.716423297785052,1
1271,7,1,0,1,64.0,0.0,25.0,79.0,90.74918566775244,95.21428571428571,8.0,15.0,25.0,27.0,20.0,14.0,71.35483870967742,32.0,35.0,95.875,29.9,21.1,1
1272,5,1,1,0,17.60762331838565,0.22266298723697828,6.0,95.98320456835741,90.74918566775244,95.21428571428571,43.0,2.0,12.0,29.0,16.0,41.0,39.0,63.26854891661195,12.24376231122784,95.875,0.0,21.716423297785052,1
1273,24,1,0,0,17.0,0.0,52.0,97.0,90.74918566775244,95.21428571428571,1.0,14.0,24.0,28.0,23.0,11.0,71.35483870967742,62.0,8.0,95.875,33.9,17.6,2
1274,16,1,0,0,11.0,0.0,56.0,97.0,90.74918566775244,95.21428571428571,1.0,9.0,21.0,28.0,27.0,14.0,71.35483870967742,43.0,16.0,95.875,21.5,22.1,1
1275,25,1,0,0,17.60762331838565,0.22266298723697828,41.0,95.98320456835741,90.74918566775244,95.21428571428571,2.448151062155783,8.779016805402858,25.765980838699544,31.04083555834773,21.35746819538244,13.055599183288834,71.35483870967742,63.26854891661195,12.24376231122784,95.875,26.72686037126708,21.716423297785052,1
1276,29,1,0,0,43.0,0.0,75.0,100.0,90.74918566775244,95.21428571428571,0.0,6.0,19.0,29.0,30.0,15.0,71.35483870967742,69.0,4.0,95.875,24.0,18.3,1
1277,6,1,1,1,17.60762331838565,0.22266298723697828,3.0,95.98320456835741,90.74918566775244,95.21428571428571,9.0,5.0,16.0,36.0,31.0,12.0,71.35483870967742,54.0,15.0,95.875,33.4,21.716423297785052,2
1278,43,1,1,1,25.0,0.0,60.0,96.0,84.0,95.21428571428571,3.0,10.0,22.0,31.0,20.0,16.0,71.35483870967742,61.0,13.0,95.875,25.5,25.9,1
1279,12,1,0,0,8.0,0.0,12.0,95.0,90.74918566775244,95.21428571428571,8.0,5.0,28.0,39.0,17.0,12.0,71.35483870967742,67.0,9.0,95.875,21.9,25.3,1
1280,12,1,0,0,17.60762331838565,0.22266298723697828,38.805739203826136,95.98320456835741,90.74918566775244,95.21428571428571,2.448151062155783,8.779016805402858,25.765980838699544,31.04083555834773,21.35746819538244,13.055599183288834,71.35483870967742,63.26854891661195,12.24376231122784,95.875,26.72686037126708,21.716423297785052,1
1281,7,1,1,1,32.0,0.0,47.0,25.0,97.0,95.21428571428571,1.0,8.0,24.0,30.0,27.0,11.0,71.35483870967742,73.0,9.0,95.875,25.7,18.5,1
1282,16,1,0,0,17.60762331838565,0.22266298723697828,10.0,93.0,90.74918566775244,95.21428571428571,1.0,2.0,13.0,26.0,28.0,32.0,71.35483870967742,56.0,12.0,95.875,21.0,21.716423297785052,1
1283,12,1,1,0,61.0,0.0,31.0,99.0,90.74918566775244,95.21428571428571,2.0,4.0,31.0,40.0,17.0,7.0,71.35483870967742,64.0,10.0,95.875,32.4,30.3,2
1284,24,1,1,1,30.0,0.0,61.0,99.0,99.0,95.21428571428571,2.0,4.0,27.0,33.0,25.0,11.0,71.35483870967742,61.0,12.0,95.875,23.9,20.1,1
1285,17,1,1,0,16.0,0.0,68.0,97.0,93.0,95.21428571428571,1.0,6.0,25.0,37.0,21.0,11.0,71.35483870967742,66.0,8.0,95.875,25.5,24.8,1
1286,1,0,1,1,24.0,0.0,21.0,95.98320456835741,91.0,95.21428571428571,13.0,3.0,18.0,33.0,31.0,15.0,71.35483870967742,63.26854891661195,12.24376231122784,95.875,36.6,38.0,2
1287,14,1,1,0,42.0,0.0,38.0,90.0,90.74918566775244,95.21428571428571,4.0,10.0,29.0,33.0,16.0,12.0,71.35483870967742,54.0,12.0,95.875,42.4,19.8,2
1288,20,1,0,0,10.0,0.0,39.0,95.0,90.74918566775244,95.21428571428571,2.0,9.0,23.0,34.0,19.0,14.0,71.35483870967742,69.0,15.0,95.875,35.7,25.1,2
1289,16,1,1,1,10.0,0.0,71.0,98.0,95.0,95.21428571428571,1.0,8.0,24.0,36.0,19.0,14.0,71.35483870967742,69.0,5.0,95.875,31.0,14.9,2
1290,12,1,1,1,17.60762331838565,0.22266298723697828,9.0,96.0,90.74918566775244,95.21428571428571,2.0,8.0,35.0,32.0,15.0,10.0,71.35483870967742,60.0,13.0,95.875,24.6,30.5,1
1291,12,1,0,0,17.60762331838565,0.22266298723697828,38.805739203826136,95.98320456835741,90.74918566775244,95.21428571428571,2.448151062155783,8.779016805402858,25.765980838699544,31.04083555834773,21.35746819538244,13.055599183288834,71.35483870967742,63.26854891661195,12.24376231122784,95.875,26.72686037126708,21.716423297785052,1
1292,15,1,0,0,20.0,0.0,45.0,97.0,90.74918566775244,95.21428571428571,0.0,7.0,25.0,29.0,28.0,11.0,71.35483870967742,78.0,3.0,95.875,29.2,16.6,1
1293,17,1,1,1,18.0,0.0,34.0,95.0,96.0,95.21428571428571,3.0,8.0,32.0,38.0,12.0,10.0,71.35483870967742,51.0,19.0,95.875,29.1,25.7,1
1294,20,1,1,0,25.0,0.0,44.0,97.0,90.74918566775244,95.21428571428571,0.0,3.0,31.0,40.0,18.0,8.0,71.35483870967742,67.0,11.0,95.875,28.2,26.6,1
1295,8,1,0,0,8.0,0.0,26.0,98.0,90.74918566775244,95.21428571428571,0.0,6.0,28.0,31.0,23.0,12.0,71.35483870967742,72.0,9.0,95.875,29.9,18.4,1
1296,16,1,1,0,17.60762331838565,0.22266298723697828,25.0,95.98320456835741,90.74918566775244,95.21428571428571,2.448151062155783,8.779016805402858,25.765980838699544,31.04083555834773,21.35746819538244,13.055599183288834,71.35483870967742,63.26854891661195,12.24376231122784,95.875,26.72686037126708,21.716423297785052,1
1297,24,1,1,0,18.0,1.0,68.0,98.0,85.0,95.21428571428571,3.0,7.0,24.0,39.0,17.0,13.0,71.35483870967742,73.0,11.0,95.875,33.4,19.2,2
1298,12,1,0,0,17.60762331838565,0.22266298723697828,35.0,95.98320456835741,90.74918566775244,95.21428571428571,2.448151062155783,8.779016805402858,25.765980838699544,31.04083555834773,21.35746819538244,13.055599183288834,71.35483870967742,63.26854891661195,12.24376231122784,95.875,26.72686037126708,21.716423297785052,1
1299,16,1,1,0,53.0,0.0,40.0,92.0,86.0,95.21428571428571,4.0,7.0,19.0,27.0,23.0,24.0,71.35483870967742,50.0,24.0,95.875,29.7,26.8,1
1300,16,1,1,0,25.0,0.0,12.0,97.0,90.74918566775244,95.21428571428571,7.0,7.0,30.0,36.0,15.0,13.0,71.35483870967742,61.0,6.0,95.875,20.0,21.716423297785052,1
1301,8,1,1,0,27.0,0.0,22.0,95.0,89.0,95.21428571428571,1.0,7.0,25.0,34.0,22.0,13.0,71.35483870967742,54.0,7.0,95.875,20.7,22.3,1
1302,18,1,0,0,25.0,0.0,24.0,96.0,90.74918566775244,95.21428571428571,8.0,8.0,21.0,33.0,23.0,15.0,71.35483870967742,65.0,14.0,95.875,24.8,27.0,1
1303,22,1,1,0,17.60762331838565,0.22266298723697828,8.0,85.0,90.74918566775244,95.21428571428571,2.0,7.0,27.0,31.0,20.0,15.0,71.35483870967742,60.0,23.0,95.875,22.2,19.1,1
1304,6,1,1,0,17.60762331838565,0.22266298723697828,3.0,95.98320456835741,90.74918566775244,95.21428571428571,2.448151062155783,8.779016805402858,25.765980838699544,31.04083555834773,21.35746819538244,13.055599183288834,71.35483870967742,63.26854891661195,12.24376231122784,95.875,27.4,21.716423297785052,1
1305,16,1,0,0,21.0,0.0,47.0,93.0,90.74918566775244,95.21428571428571,6.0,10.0,29.0,38.0,13.0,11.0,71.35483870967742,62.0,24.0,95.875,30.7,18.9,2
1306,23,1,1,0,10.0,0.0,41.0,97.0,98.0,95.21428571428571,1.0,7.0,29.0,36.0,19.0,9.0,71.35483870967742,70.0,13.0,95.875,21.8,28.0,1
1307,20,1,1,1,8.0,0.0,59.0,98.0,90.74918566775244,95.21428571428571,3.0,10.0,27.0,30.0,18.0,14.0,71.35483870967742,70.0,4.0,95.875,30.7,17.7,2
1308,16,1,0,0,17.60762331838565,0.22266298723697828,42.0,95.98320456835741,90.74918566775244,95.21428571428571,2.448151062155783,8.779016805402858,25.765980838699544,31.04083555834773,21.35746819538244,13.055599183288834,71.35483870967742,63.26854891661195,12.24376231122784,95.875,26.72686037126708,21.716423297785052,1
1309,25,1,0,0,17.60762331838565,0.22266298723697828,52.0,95.98320456835741,90.74918566775244,95.21428571428571,2.448151062155783,8.779016805402858,25.765980838699544,31.04083555834773,21.35746819538244,13.055599183288834,71.35483870967742,63.26854891661195,12.24376231122784,95.875,26.72686037126708,21.716423297785052,1
1310,17,1,0,0,17.60762331838565,0.22266298723697828,22.0,95.98320456835741,90.74918566775244,95.21428571428571,2.448151062155783,8.779016805402858,25.765980838699544,31.04083555834773,21.35746819538244,13.055599183288834,71.35483870967742,63.26854891661195,12.24376231122784,95.875,26.72686037126708,21.716423297785052,1
1311,27,1,1,0,3.0,0.0,71.0,99.0,88.0,95.21428571428571,3.0,9.0,22.0,30.0,25.0,14.0,71.35483870967742,57.0,8.0,95.875,14.6,18.4,1
1312,12,1,0,0,17.60762331838565,0.22266298723697828,39.0,95.98320456835741,90.74918566775244,95.21428571428571,2.448151062155783,8.779016805402858,25.765980838699544,31.04083555834773,21.35746819538244,13.055599183288834,71.35483870967742,63.26854891661195,12.24376231122784,95.875,26.72686037126708,21.716423297785052,1
1313,16,1,1,1,65.0,0.0,17.0,95.98320456835741,99.0,95.21428571428571,0.0,5.0,23.0,28.0,29.0,15.0,71.35483870967742,65.0,14.0,95.875,5.8,21.2,1
1314,15,1,1,1,19.0,0.0,53.0,97.0,85.0,95.21428571428571,2.0,10.0,23.0,26.0,27.0,14.0,71.35483870967742,72.0,8.0,95.875,44.9,16.9,2
1315,20,1,1,0,26.0,0.0,38.0,95.0,90.74918566775244,95.21428571428571,1.0,9.0,27.0,32.0,18.0,14.0,71.35483870967742,79.0,8.0,95.875,39.8,22.4,2
1316,12,1,0,0,8.0,0.0,40.0,97.0,90.74918566775244,95.21428571428571,2.0,4.0,22.0,37.0,24.0,13.0,71.35483870967742,69.0,12.0,95.875,23.0,22.8,1
1317,12,1,0,0,28.0,0.0,25.0,98.0,90.74918566775244,95.21428571428571,2.0,8.0,20.0,30.0,20.0,21.0,71.35483870967742,59.0,9.0,95.875,36.1,28.7,2
1318,4,1,0,0,17.60762331838565,0.22266298723697828,9.0,98.0,90.74918566775244,95.21428571428571,24.0,11.0,32.0,25.0,24.0,7.0,71.35483870967742,47.0,24.0,95.875,26.72686037126708,21.716423297785052,1
1319,27,1,1,0,14.0,0.0,42.0,100.0,90.0,95.21428571428571,2.0,11.0,30.0,26.0,22.0,11.0,71.35483870967742,66.0,15.0,95.875,16.7,19.0,1
1320,24,1,0,0,20.0,0.0,82.0,94.0,90.74918566775244,95.21428571428571,5.0,11.0,26.0,33.0,19.0,11.0,71.35483870967742,67.0,7.0,95.875,40.0,20.3,2
1321,16,1,0,0,11.0,0.0,19.0,98.0,90.74918566775244,95.21428571428571,0.0,11.0,33.0,43.0,5.0,8.0,71.35483870967742,69.0,14.0,95.875,8.6,13.9,1
1322,15,1,0,0,17.60762331838565,0.22266298723697828,18.0,95.98320456835741,90.74918566775244,95.21428571428571,2.448151062155783,8.779016805402858,25.765980838699544,31.04083555834773,21.35746819538244,13.055599183288834,71.35483870967742,63.26854891661195,12.24376231122784,95.875,26.72686037126708,21.716423297785052,1
1323,12,1,1,0,17.60762331838565,0.22266298723697828,37.0,95.98320456835741,90.74918566775244,95.21428571428571,2.448151062155783,8.779016805402858,25.765980838699544,31.04083555834773,21.35746819538244,13.055599183288834,71.35483870967742,63.26854891661195,12.24376231122784,95.875,26.72686037126708,21.716423297785052,1
1324,24,1,0,0,33.0,0.0,52.0,97.0,90.74918566775244,95.21428571428571,0.0,11.0,28.0,26.0,23.0,12.0,71.35483870967742,66.0,13.0,95.875,27.1,14.6,1
1325,24,1,1,0,18.0,0.0,80.0,96.0,90.74918566775244,95.21428571428571,4.0,9.0,24.0,32.0,22.0,14.0,71.35483870967742,60.0,9.0,95.875,33.5,22.2,2
1326,12,1,0,0,20.0,0.0,50.0,95.0,90.74918566775244,95.21428571428571,2.0,8.0,29.0,37.0,15.0,12.0,71.35483870967742,73.0,9.0,95.875,21.4,19.7,1
1327,24,1,0,0,17.60762331838565,0.22266298723697828,28.0,95.98320456835741,90.74918566775244,95.21428571428571,2.448151062155783,8.779016805402858,25.765980838699544,31.04083555834773,21.35746819538244,13.055599183288834,71.35483870967742,63.26854891661195,12.24376231122784,95.875,26.72686037126708,21.716423297785052,1
1328,18,1,1,1,17.60762331838565,0.22266298723697828,54.0,95.98320456835741,90.74918566775244,95.21428571428571,2.448151062155783,8.779016805402858,25.765980838699544,31.04083555834773,21.35746819538244,13.055599183288834,71.35483870967742,63.26854891661195,12.24376231122784,95.875,26.72686037126708,21.716423297785052,1
1329,24,1,1,1,17.60762331838565,0.22266298723697828,69.0,95.98320456835741,90.74918566775244,95.21428571428571,2.448151062155783,8.779016805402858,25.765980838699544,31.04083555834773,21.35746819538244,13.055599183288834,71.35483870967742,63.26854891661195,12.24376231122784,95.875,26.72686037126708,21.716423297785052,1
1330,25,1,1,0,17.60762331838565,0.22266298723697828,34.0,95.98320456835741,90.74918566775244,95.21428571428571,2.448151062155783,8.779016805402858,25.765980838699544,31.04083555834773,21.35746819538244,13.055599183288834,71.35483870967742,63.26854891661195,12.24376231122784,95.875,26.72686037126708,21.716423297785052,1
1331,15,1,0,0,17.60762331838565,0.22266298723697828,0.0,95.0,90.74918566775244,95.21428571428571,8.0,11.0,36.0,34.0,9.0,8.0,71.35483870967742,50.0,29.0,95.875,41.7,25.3,2
1332,21,1,1,1,17.60762331838565,0.22266298723697828,32.0,95.98320456835741,90.74918566775244,95.21428571428571,2.448151062155783,8.779016805402858,25.765980838699544,31.04083555834773,21.35746819538244,13.055599183288834,71.35483870967742,63.26854891661195,12.24376231122784,95.875,26.72686037126708,21.716423297785052,1
1333,25,1,1,1,5.0,0.0,64.0,98.0,83.0,95.21428571428571,2.0,9.0,28.0,40.0,14.0,8.0,71.35483870967742,64.0,18.0,95.875,30.8,25.1,2
1334,13,1,0,0,17.60762331838565,0.22266298723697828,38.805739203826136,95.98320456835741,90.74918566775244,95.21428571428571,2.448151062155783,8.779016805402858,25.765980838699544,31.04083555834773,21.35746819538244,13.055599183288834,71.35483870967742,63.26854891661195,12.24376231122784,95.875,26.72686037126708,21.716423297785052,1
1335,21,1,0,0,12.0,0.0,69.0,95.0,90.74918566775244,95.21428571428571,1.0,5.0,23.0,36.0,22.0,14.0,71.35483870967742,62.0,5.0,95.875,25.0,17.8,1
1336,12,1,0,0,5.0,0.0,21.0,97.0,90.74918566775244,95.21428571428571,0.0,8.0,35.0,39.0,12.0,6.0,71.35483870967742,74.0,12.0,95.875,26.4,12.8,1
1337,6,0,1,1,10.0,0.0,21.0,95.98320456835741,68.0,95.21428571428571,6.0,7.0,28.0,27.0,25.0,14.0,71.35483870967742,77.0,13.0,95.875,29.4,29.4,1
1338,19,1,1,1,16.0,0.0,49.0,97.0,90.74918566775244,95.21428571428571,4.0,2.0,26.0,40.0,23.0,9.0,71.35483870967742,55.0,19.0,95.875,34.0,18.2,2
