,# of Dialysis Stations,Offers in-center hemodialysis,Offers in-center peritoneal dialysis,Offers home hemodialysis training,Percentage of Medicare patients with Hgb<10 g/dL,Percentage of Medicare patients with Hgb>12 g/dL,Number of Dialysis Patients with Hgb data,Percent of Adult HD patients with Kt/V >= 1.2,Percentage of Adult PD PTS with Kt/V >= 1.7,Percentage of Pediatric HD patients with Kt/V >= 1.2,Percentage of Adult patients with hypercalcemia (serum calcium greater than 10.2 mg/dL),Percentage of Adult patients with serum phosphorus less than 3.5 mg/dL,Percentage of Adult patients with serum phosphorus between 3.5-4.5 mg/dL,Percentage of Adult patients with serum phosphorus between 4.6-5.5 mg/dL,Percentage of Adult patients with serum phosphorus between 5.6-7.0 mg/dL,Percentage of Adult patients with serum phosphorus greater than 7.0 mg/dL,Percentage of pediatric PD patients with Kt/V>=1.8,Fistula Rate (Facility),Percentage of Adult patients with long term catheter in use,Percentage of pediatric HD patients with nPCR,Readmission Rate (Facility),Mortality Rate (Facility),risk_zone
0,16,1,0,0,11.0,0.0,36.0,96.0,90.74918566775244,95.21428571428571,1.0,10.0,22.0,24.0,25.0,19.0,71.35483870967742,77.0,11.0,95.875,27.5,19.7,1
1,19,1,1,1,16.0,2.0,93.0,98.0,92.0,95.21428571428571,2.0,8.0,22.0,27.0,25.0,18.0,71.35483870967742,64.0,13.0,95.875,22.2,20.4,1
2,12,1,1,1,11.0,0.0,18.0,99.0,90.74918566775244,95.21428571428571,3.0,21.0,30.0,19.0,18.0,11.0,71.35483870967742,72.0,12.0,95.875,15.3,22.4,1
3,14,1,0,0,3.0,0.0,34.0,95.0,90.74918566775244,95.21428571428571,5.0,8.0,28.0,30.0,18.0,16.0,71.35483870967742,46.0,10.0,95.875,24.2,27.0,1
4,27,1,1,1,12.0,0.0,33.0,97.0,90.74918566775244,95.21428571428571,0.0,9.0,20.0,25.0,25.0,21.0,71.35483870967742,46.0,7.0,95.875,28.4,17.1,1
5,24,1,0,0,3.0,0.0,61.0,98.0,90.74918566775244,95.21428571428571,3.0,9.0,27.0,36.0,16.0,13.0,71.35483870967742,76.0,10.0,95.875,19.6,19.5,1
6,18,1,1,1,9.0,0.0,92.0,98.0,91.0,95.21428571428571,1.0,11.0,31.0,28.0,17.0,14.0,71.35483870967742,71.0,12.0,95.875,24.7,16.3,1
7,18,1,1,1,9.0,0.0,33.0,98.0,90.74918566775244,95.21428571428571,1.0,9.0,29.0,40.0,16.0,7.0,71.35483870967742,46.0,15.0,95.875,28.9,23.9,1
8,25,1,1,1,28.0,0.0,40.0,91.0,90.74918566775244,95.21428571428571,4.0,6.0,19.0,24.0,30.0,21.0,71.35483870967742,52.0,15.0,95.875,25.2,28.4,1
9,19,1,0,0,17.60762331838565,0.22266298723697828,40.0,95.98320456835741,90.74918566775244,95.21428571428571,2.448151062155783,8.779016805402858,25.765980838699544,31.04083555834773,21.35746819538244,13.055599183288834,71.35483870967742,63.26854891661195,12.24376231122784,95.875,26.72686037126708,21.716423297785052,1
10,9,1,1,0,19.0,0.0,16.0,94.0,94.0,95.21428571428571,0.0,6.0,22.0,39.0,17.0,15.0,71.35483870967742,62.0,12.0,95.875,10.3,16.2,1
11,16,1,0,0,12.0,0.0,76.0,98.0,97.0,95.21428571428571,2.0,10.0,25.0,29.0,24.0,13.0,71.35483870967742,74.0,12.0,95.875,31.5,23.6,2
12,24,1,0,0,18.0,0.0,44.0,98.0,90.74918566775244,95.21428571428571,2.0,11.0,27.0,24.0,21.0,16.0,71.35483870967742,51.0,17.0,95.875,29.0,29.3,1
13,18,1,0,0,7.0,0.0,42.0,94.0,90.74918566775244,95.21428571428571,8.0,9.0,30.0,32.0,19.0,11.0,71.35483870967742,70.0,11.0,95.875,24.4,24.6,1
14,19,1,0,1,26.0,2.0,47.0,97.0,90.74918566775244,95.21428571428571,2.0,8.0,21.0,32.0,19.0,21.0,71.35483870967742,51.0,9.0,95.875,40.1,26.1,2
15,30,1,1,1,6.0,0.0,33.0,98.0,90.74918566775244,95.21428571428571,2.0,13.0,28.0,27.0,22.0,10.0,71.35483870967742,48.0,8.0,95.875,20.0,33.5,1
16,20,1,1,0,29.0,0.0,14.0,97.0,90.74918566775244,95.21428571428571,0.0,7.0,22.0,27.0,30.0,13.0,71.35483870967742,59.0,12.0,95.875,59.6,25.9,2
17,10,1,0,0,45.0,0.0,11.0,93.0,90.74918566775244,95.21428571428571,1.0,6.0,21.0,26.0,25.0,22.0,71.35483870967742,54.0,13.0,95.875,31.4,29.4,2
18,12,1,1,1,23.0,0.0,26.0,98.0,90.74918566775244,95.21428571428571,4.0,6.0,19.0,38.0,19.0,17.0,71.35483870967742,60.0,10.0,95.875,29.7,19.3,1
19,15,1,1,0,21.0,0.0,28.0,90.0,90.74918566775244,95.21428571428571,4.0,5.0,18.0,21.0,28.0,28.0,71.35483870967742,67.0,23.0,95.875,24.8,32.7,1
20,10,1,1,0,24.0,0.0,17.0,97.0,90.74918566775244,95.21428571428571,0.0,8.0,30.0,39.0,17.0,6.0,71.35483870967742,73.0,4.0,95.875,32.8,20.9,2
21,4,0,1,1,17.60762331838565,0.22266298723697828,9.0,95.98320456835741,96.0,95.21428571428571,0.0,9.0,33.0,22.0,26.0,10.0,71.35483870967742,63.26854891661195,12.24376231122784,95.875,58.6,7.0,2
22,8,1,1,0,35.0,0.0,17.0,97.0,93.0,95.21428571428571,2.0,5.0,16.0,41.0,23.0,15.0,71.35483870967742,75.0,14.0,95.875,24.3,36.0,1
23,10,1,0,0,17.60762331838565,0.22266298723697828,7.0,98.0,90.74918566775244,95.21428571428571,1.0,13.0,27.0,19.0,21.0,19.0,71.35483870967742,45.0,7.0,95.875,26.7,21.716423297785052,1
24,18,1,1,0,25.0,0.0,36.0,93.0,87.0,95.21428571428571,3.0,6.0,18.0,25.0,31.0,21.0,71.35483870967742,53.0,23.0,95.875,43.7,37.0,2
25,10,1,1,1,9.0,0.0,22.0,87.0,90.74918566775244,95.21428571428571,2.0,4.0,22.0,33.0,25.0,16.0,71.35483870967742,68.0,4.0,95.875,33.9,21.6,2
26,12,1,1,1,5.0,0.0,21.0,95.0,90.74918566775244,95.21428571428571,4.0,8.0,20.0,26.0,27.0,18.0,71.35483870967742,68.0,23.0,95.875,39.8,23.6,2
27,26,1,1,0,0.0,0.0,25.0,99.0,90.74918566775244,95.21428571428571,0.0,12.0,27.0,31.0,15.0,14.0,71.35483870967742,67.0,11.0,95.875,28.0,15.6,1
28,24,1,0,0,20.0,0.0,20.0,98.0,90.74918566775244,95.21428571428571,1.0,4.0,14.0,31.0,18.0,32.0,71.35483870967742,59.0,15.0,95.875,19.9,42.4,1
29,18,1,0,0,20.0,0.0,41.0,98.0,90.74918566775244,95.21428571428571,2.0,9.0,21.0,29.0,26.0,16.0,71.35483870967742,44.0,21.0,95.875,16.6,16.1,1
30,17,1,0,0,3.0,71.0,79.0,95.0,90.74918566775244,95.21428571428571,13.0,7.0,21.0,30.0,28.0,14.0,71.35483870967742,70.0,16.0,95.875,8.8,26.8,1
31,20,1,0,0,9.0,0.0,45.0,97.0,90.74918566775244,95.21428571428571,1.0,7.0,22.0,25.0,30.0,16.0,71.35483870967742,51.0,8.0,95.875,17.4,19.7,1
32,16,1,1,0,21.0,0.0,62.0,99.0,93.0,95.21428571428571,3.0,8.0,21.0,23.0,25.0,22.0,71.35483870967742,74.0,12.0,95.875,25.6,13.7,1
33,16,1,0,0,11.0,0.0,37.0,96.0,90.74918566775244,95.21428571428571,2.0,9.0,30.0,29.0,19.0,12.0,71.35483870967742,75.0,4.0,95.875,39.5,21.6,2
34,55,1,1,1,17.0,0.0,207.0,97.0,84.0,95.21428571428571,2.0,6.0,23.0,29.0,27.0,14.0,71.35483870967742,58.0,30.0,95.875,31.1,23.8,2
35,28,1,1,1,17.0,0.0,86.0,97.0,97.0,95.21428571428571,1.0,6.0,22.0,30.0,21.0,21.0,71.35483870967742,63.0,7.0,95.875,21.3,22.5,1
36,16,1,0,0,6.0,0.0,34.0,98.0,90.74918566775244,95.21428571428571,0.0,10.0,26.0,29.0,21.0,14.0,71.35483870967742,71.0,6.0,95.875,20.4,19.2,1
37,16,1,0,0,19.0,0.0,26.0,94.0,90.74918566775244,95.21428571428571,0.0,10.0,20.0,25.0,26.0,19.0,71.35483870967742,55.0,9.0,95.875,18.6,21.4,1
38,10,1,0,0,17.60762331838565,0.22266298723697828,10.0,100.0,90.74918566775244,95.21428571428571,0.0,17.0,21.0,25.0,21.0,16.0,71.35483870967742,38.0,7.0,95.875,20.8,20.4,1
39,0,0,1,0,13.0,0.0,30.0,95.98320456835741,89.0,95.21428571428571,1.0,6.0,24.0,27.0,24.0,19.0,71.35483870967742,63.26854891661195,12.24376231122784,95.875,56.5,27.9,2
40,24,1,0,0,0.0,0.0,30.0,96.0,90.74918566775244,95.21428571428571,3.0,8.0,26.0,43.0,16.0,8.0,71.35483870967742,66.0,18.0,95.875,29.7,18.6,1
41,12,1,0,0,24.0,0.0,17.0,98.0,90.74918566775244,95.21428571428571,2.0,16.0,25.0,28.0,25.0,6.0,71.35483870967742,80.0,10.0,95.875,28.5,15.9,1
42,17,1,1,0,26.0,0.0,43.0,92.0,90.74918566775244,95.21428571428571,3.0,6.0,18.0,37.0,20.0,19.0,71.35483870967742,68.0,8.0,95.875,18.6,19.7,1
43,4,0,1,1,17.60762331838565,0.22266298723697828,3.0,95.98320456835741,90.74918566775244,95.21428571428571,3.0,13.0,9.0,26.0,29.0,22.0,71.35483870967742,63.26854891661195,12.24376231122784,95.875,26.72686037126708,21.4,1
44,16,1,0,0,24.0,0.0,33.0,99.0,90.74918566775244,95.21428571428571,4.0,7.0,22.0,33.0,21.0,17.0,71.35483870967742,68.0,14.0,95.875,24.6,23.4,1
45,10,1,1,0,17.60762331838565,0.22266298723697828,38.805739203826136,95.98320456835741,90.74918566775244,95.21428571428571,2.448151062155783,8.779016805402858,25.765980838699544,31.04083555834773,21.35746819538244,13.055599183288834,71.35483870967742,63.26854891661195,12.24376231122784,95.875,26.72686037126708,21.716423297785052,1
46,9,1,1,1,8.0,0.0,12.0,99.0,90.74918566775244,95.21428571428571,1.0,4.0,17.0,23.0,35.0,21.0,71.35483870967742,64.0,13.0,95.875,26.72686037126708,29.0,1
47,16,1,0,0,20.0,0.0,30.0,98.0,90.74918566775244,95.21428571428571,4.0,6.0,18.0,25.0,30.0,21.0,71.35483870967742,71.0,20.0,95.875,22.7,20.2,1
48,8,1,1,0,7.0,0.0,14.0,94.0,90.74918566775244,95.21428571428571,9.0,8.0,26.0,33.0,20.0,14.0,71.35483870967742,62.0,11.0,95.875,13.6,24.0,1
49,10,1,0,0,33.0,0.0,33.0,93.0,90.74918566775244,95.21428571428571,0.0,11.0,27.0,33.0,15.0,13.0,71.35483870967742,49.0,13.0,95.875,22.4,27.4,1
50,20,1,1,0,7.0,0.0,76.0,98.0,92.0,95.21428571428571,1.0,6.0,21.0,29.0,28.0,17.0,71.35483870967742,59.0,26.0,95.875,26.2,23.9,1
51,24,1,0,0,10.0,0.0,30.0,97.0,90.74918566775244,95.21428571428571,1.0,14.0,24.0,26.0,23.0,13.0,71.35483870967742,41.0,5.0,95.875,26.6,26.3,1
52,7,1,1,0,17.60762331838565,0.22266298723697828,0.0,95.98320456835741,90.74918566775244,95.21428571428571,2.448151062155783,8.779016805402858,25.765980838699544,31.04083555834773,21.35746819538244,13.055599183288834,91.0,63.26854891661195,12.24376231122784,95.875,26.72686037126708,21.716423297785052,1
53,25,1,0,0,23.0,0.0,52.0,97.0,94.0,95.21428571428571,1.0,9.0,31.0,30.0,21.0,9.0,71.35483870967742,60.0,18.0,95.875,20.2,31.2,1
54,8,1,0,0,17.60762331838565,0.22266298723697828,0.0,95.98320456835741,90.74918566775244,95.21428571428571,2.448151062155783,8.779016805402858,25.765980838699544,31.04083555834773,21.35746819538244,13.055599183288834,71.35483870967742,63.26854891661195,12.24376231122784,95.875,26.72686037126708,21.716423297785052,1
55,16,1,1,1,23.0,0.0,39.0,95.0,99.0,95.21428571428571,1.0,7.0,27.0,36.0,16.0,14.0,71.35483870967742,76.0,4.0,95.875,24.0,25.8,1
56,12,1,0,0,16.0,0.0,25.0,97.0,90.74918566775244,95.21428571428571,2.0,5.0,25.0,26.0,18.0,25.0,71.35483870967742,64.0,9.0,95.875,37.0,30.4,2
57,35,1,1,1,7.0,0.0,81.0,96.0,97.0,95.21428571428571,4.0,11.0,26.0,26.0,22.0,14.0,71.35483870967742,60.0,12.0,95.875,22.0,20.9,1
58,12,1,1,1,18.0,0.0,45.0,97.0,99.0,95.21428571428571,5.0,6.0,23.0,27.0,26.0,18.0,71.35483870967742,57.0,6.0,95.875,22.4,16.9,1
59,11,1,0,0,17.60762331838565,0.22266298723697828,4.0,93.0,90.74918566775244,95.21428571428571,100.0,17.0,27.0,23.0,21.0,13.0,71.35483870967742,34.0,16.0,95.875,37.5,13.1,2
60,24,1,1,1,22.0,0.0,60.0,89.0,89.0,95.21428571428571,2.0,9.0,21.0,24.0,29.0,16.0,71.35483870967742,28.0,18.0,95.875,28.8,29.0,1
61,1,0,1,0,17.60762331838565,0.22266298723697828,10.0,95.98320456835741,86.0,95.21428571428571,1.0,5.0,23.0,32.0,28.0,12.0,71.35483870967742,63.26854891661195,12.24376231122784,95.875,13.7,19.9,1
62,32,1,0,0,29.0,0.0,59.0,94.0,90.74918566775244,95.21428571428571,4.0,11.0,24.0,30.0,17.0,18.0,71.35483870967742,41.0,21.0,95.875,22.5,24.2,1
63,10,1,0,0,3.0,0.0,38.0,97.0,90.74918566775244,95.21428571428571,1.0,8.0,24.0,31.0,22.0,15.0,71.35483870967742,58.0,15.0,95.875,8.8,18.9,1
64,2,0,1,1,17.60762331838565,0.22266298723697828,0.0,95.98320456835741,90.74918566775244,95.21428571428571,2.448151062155783,8.779016805402858,25.765980838699544,31.04083555834773,21.35746819538244,13.055599183288834,71.35483870967742,63.26854891661195,12.24376231122784,95.875,26.72686037126708,21.716423297785052,1
65,12,1,0,0,19.0,0.0,48.0,98.0,90.74918566775244,95.21428571428571,2.0,10.0,31.0,33.0,15.0,10.0,71.35483870967742,55.0,6.0,95.875,25.1,26.1,1
66,20,1,1,0,22.0,0.0,60.0,94.0,100.0,95.21428571428571,2.0,8.0,21.0,35.0,18.0,18.0,71.35483870967742,65.0,8.0,95.875,25.6,24.7,1
67,20,1,0,0,17.60762331838565,0.22266298723697828,7.0,100.0,90.74918566775244,95.21428571428571,7.0,6.0,14.0,26.0,31.0,23.0,71.35483870967742,50.0,17.0,95.875,14.5,21.716423297785052,1
68,20,1,0,0,23.0,0.0,39.0,94.0,90.74918566775244,95.21428571428571,5.0,7.0,20.0,28.0,17.0,28.0,71.35483870967742,54.0,13.0,95.875,20.5,39.9,1
69,16,1,1,1,19.0,0.0,16.0,98.0,90.74918566775244,95.21428571428571,4.0,4.0,27.0,28.0,16.0,24.0,71.35483870967742,62.0,14.0,95.875,20.7,30.1,1
70,24,1,0,0,11.0,0.0,88.0,94.0,90.74918566775244,95.21428571428571,2.0,6.0,19.0,27.0,21.0,26.0,71.35483870967742,66.0,10.0,95.875,28.8,29.0,1
71,12,1,0,0,0.0,0.0,16.0,99.0,90.74918566775244,95.21428571428571,2.0,8.0,29.0,31.0,20.0,11.0,71.35483870967742,75.0,9.0,95.875,18.4,18.7,1
72,13,1,1,0,23.0,0.0,26.0,99.0,90.74918566775244,95.21428571428571,0.0,12.0,26.0,27.0,23.0,13.0,71.35483870967742,82.0,6.0,95.875,27.3,21.8,1
73,12,1,1,1,13.0,0.0,16.0,95.0,90.74918566775244,95.21428571428571,3.0,9.0,24.0,28.0,21.0,19.0,71.35483870967742,75.0,10.0,95.875,25.7,39.9,1
74,25,1,0,0,15.0,0.0,33.0,98.0,90.74918566775244,95.21428571428571,0.0,17.0,30.0,28.0,17.0,7.0,71.35483870967742,50.0,6.0,95.875,11.7,18.7,1
75,26,1,1,1,8.0,0.0,38.0,99.0,90.74918566775244,95.21428571428571,1.0,6.0,29.0,38.0,16.0,10.0,71.35483870967742,63.0,4.0,95.875,15.5,21.5,1
76,17,1,1,1,16.0,0.0,68.0,98.0,85.0,95.21428571428571,1.0,7.0,20.0,25.0,26.0,21.0,71.35483870967742,68.0,13.0,95.875,19.2,18.1,1
77,20,1,1,0,20.0,0.0,40.0,97.0,90.74918566775244,95.21428571428571,0.0,12.0,25.0,25.0,27.0,11.0,71.35483870967742,53.0,6.0,95.875,19.6,20.0,1
78,15,1,0,0,14.0,0.0,22.0,81.0,90.74918566775244,95.21428571428571,3.0,9.0,20.0,25.0,30.0,16.0,71.35483870967742,53.0,26.0,95.875,45.6,35.9,2
79,24,1,0,0,16.0,0.0,45.0,98.0,90.74918566775244,95.21428571428571,0.0,6.0,17.0,38.0,24.0,15.0,71.35483870967742,81.0,3.0,95.875,28.4,12.7,1
80,15,1,0,0,26.0,0.0,34.0,95.0,90.74918566775244,95.21428571428571,3.0,8.0,20.0,24.0,23.0,24.0,71.35483870967742,58.0,19.0,95.875,21.6,38.1,1
81,28,1,1,0,9.0,0.0,81.0,97.0,100.0,95.21428571428571,1.0,9.0,22.0,25.0,27.0,17.0,71.35483870967742,42.0,20.0,95.875,12.9,27.5,1
82,3,0,1,1,21.0,0.0,19.0,95.98320456835741,94.0,95.21428571428571,0.0,7.0,17.0,30.0,34.0,11.0,71.35483870967742,63.26854891661195,12.24376231122784,95.875,25.7,23.6,1
83,20,1,0,0,7.0,2.0,59.0,96.0,90.74918566775244,95.21428571428571,1.0,5.0,21.0,36.0,19.0,19.0,71.35483870967742,54.0,10.0,95.875,20.0,19.2,1
84,11,1,0,0,58.0,0.0,12.0,82.0,90.74918566775244,95.21428571428571,95.0,15.0,23.0,20.0,28.0,14.0,71.35483870967742,43.0,16.0,95.875,36.0,19.8,2
85,12,1,0,0,17.60762331838565,0.22266298723697828,38.805739203826136,95.98320456835741,90.74918566775244,95.21428571428571,2.448151062155783,8.779016805402858,25.765980838699544,31.04083555834773,21.35746819538244,13.055599183288834,71.35483870967742,63.26854891661195,12.24376231122784,95.875,26.72686037126708,21.716423297785052,1
86,22,1,1,0,27.0,0.0,33.0,93.0,90.74918566775244,95.21428571428571,0.0,7.0,20.0,29.0,29.0,14.0,71.35483870967742,60.0,14.0,95.875,40.9,26.7,2
87,10,1,0,0,0.0,0.0,12.0,98.0,90.74918566775244,95.21428571428571,2.0,12.0,28.0,41.0,10.0,8.0,71.35483870967742,56.0,10.0,95.875,21.4,12.8,1
88,10,1,0,0,7.0,0.0,14.0,98.0,90.74918566775244,95.21428571428571,0.0,4.0,21.0,45.0,19.0,10.0,71.35483870967742,65.0,3.0,95.875,31.7,22.4,2
89,16,1,1,0,16.0,0.0,87.0,96.0,98.0,95.21428571428571,1.0,5.0,23.0,36.0,20.0,16.0,71.35483870967742,68.0,9.0,95.875,31.5,26.3,2
90,10,1,0,0,14.0,0.0,22.0,89.0,90.74918566775244,95.21428571428571,0.0,12.0,29.0,24.0,21.0,14.0,71.35483870967742,59.0,13.0,95.875,35.1,17.9,2
91,10,1,0,0,10.0,5.0,21.0,99.0,90.74918566775244,95.21428571428571,1.0,5.0,28.0,38.0,14.0,15.0,71.35483870967742,80.0,1.0,95.875,23.9,27.7,1
92,25,1,0,0,17.60762331838565,0.22266298723697828,9.0,100.0,90.74918566775244,95.21428571428571,0.0,11.0,23.0,27.0,26.0,14.0,71.35483870967742,63.0,6.0,95.875,14.0,21.716423297785052,1
93,33,1,1,0,6.0,0.0,64.0,97.0,79.0,95.21428571428571,3.0,6.0,26.0,38.0,19.0,11.0,71.35483870967742,56.0,4.0,95.875,30.8,18.8,2
94,7,1,0,0,17.60762331838565,0.22266298723697828,10.0,96.0,90.74918566775244,95.21428571428571,0.0,7.0,25.0,19.0,28.0,21.0,71.35483870967742,60.0,24.0,95.875,0.0,21.716423297785052,1
95,20,1,0,0,17.60762331838565,0.22266298723697828,38.0,95.98320456835741,90.74918566775244,95.21428571428571,2.448151062155783,8.779016805402858,25.765980838699544,31.04083555834773,21.35746819538244,13.055599183288834,71.35483870967742,63.26854891661195,12.24376231122784,95.875,26.72686037126708,21.716423297785052,1
96,10,1,0,0,17.60762331838565,0.22266298723697828,22.0,95.98320456835741,90.74918566775244,95.21428571428571,2.448151062155783,8.779016805402858,25.765980838699544,31.04083555834773,21.35746819538244,13.055599183288834,71.35483870967742,63.26854891661195,12.24376231122784,95.875,26.72686037126708,21.716423297785052,1
97,16,1,0,0,7.0,0.0,29.0,99.0,90.74918566775244,95.21428571428571,1.0,7.0,21.0,35.0,19.0,18.0,71.35483870967742,75.0,3.0,95.875,8.6,13.5,1
98,20,1,1,1,24.0,0.0,112.0,97.0,99.0,95.21428571428571,5.0,7.0,21.0,26.0,27.0,20.0,71.35483870967742,46.0,22.0,95.875,32.0,27.7,2
99,25,1,0,0,13.0,0.0,39.0,94.0,90.74918566775244,95.21428571428571,0.0,7.0,22.0,30.0,27.0,13.0,71.35483870967742,43.0,18.0,95.875,16.6,21.0,1
100,22,1,0,0,15.0,0.0,60.0,97.0,90.74918566775244,95.21428571428571,1.0,13.0,27.0,27.0,24.0,8.0,71.35483870967742,49.0,15.0,95.875,22.8,20.9,1
101,12,1,0,0,35.0,0.0,20.0,100.0,90.74918566775244,95.21428571428571,0.0,4.0,19.0,45.0,13.0,19.0,71.35483870967742,78.0,6.0,95.875,22.5,31.8,1
102,21,1,1,1,7.0,0.0,28.0,93.0,97.0,95.21428571428571,2.0,5.0,30.0,38.0,16.0,11.0,71.35483870967742,73.0,11.0,95.875,20.3,23.1,1
103,15,1,1,0,17.0,0.0,48.0,96.0,90.74918566775244,95.21428571428571,2.0,3.0,18.0,35.0,24.0,20.0,71.35483870967742,48.0,10.0,95.875,27.5,34.6,1
104,10,1,0,0,17.60762331838565,0.22266298723697828,4.0,93.0,90.74918566775244,95.21428571428571,1.0,10.0,29.0,27.0,13.0,21.0,71.35483870967742,69.0,3.0,95.875,29.2,29.0,1
105,13,1,1,1,26.0,0.0,34.0,90.0,85.0,95.21428571428571,11.0,14.0,25.0,32.0,16.0,13.0,71.35483870967742,47.0,18.0,95.875,29.1,22.1,1
106,18,1,1,0,19.0,0.0,21.0,99.0,90.74918566775244,95.21428571428571,0.0,10.0,28.0,27.0,24.0,10.0,71.35483870967742,55.0,6.0,95.875,21.9,16.8,1
107,13,1,1,1,8.0,0.0,26.0,97.0,90.74918566775244,95.21428571428571,1.0,5.0,22.0,32.0,17.0,24.0,71.35483870967742,68.0,8.0,95.875,22.7,30.0,1
108,21,1,0,0,4.0,0.0,47.0,97.0,90.74918566775244,95.21428571428571,0.0,9.0,34.0,30.0,17.0,11.0,71.35483870967742,49.0,14.0,95.875,11.8,21.4,1
109,16,1,0,0,7.0,0.0,55.0,96.0,90.74918566775244,95.21428571428571,0.0,7.0,24.0,21.0,26.0,23.0,71.35483870967742,66.0,7.0,95.875,26.0,24.0,1
110,14,1,0,0,50.0,0.0,20.0,96.0,90.74918566775244,95.21428571428571,1.0,8.0,18.0,27.0,29.0,18.0,71.35483870967742,53.0,8.0,95.875,34.7,21.5,2
111,15,1,0,0,6.0,0.0,17.0,97.0,90.74918566775244,95.21428571428571,3.0,3.0,14.0,26.0,35.0,21.0,71.35483870967742,67.0,0.0,95.875,18.6,36.4,1
112,14,1,1,0,26.0,0.0,23.0,93.0,90.74918566775244,95.21428571428571,14.0,8.0,21.0,26.0,26.0,19.0,71.35483870967742,40.0,13.0,95.875,15.4,20.3,1
113,13,1,1,0,0.0,0.0,30.0,95.0,80.0,95.21428571428571,4.0,7.0,18.0,33.0,27.0,14.0,71.35483870967742,59.0,18.0,95.875,23.1,30.5,1
114,0,0,1,1,34.0,0.0,32.0,95.98320456835741,97.0,95.21428571428571,1.0,5.0,25.0,29.0,22.0,19.0,71.35483870967742,83.0,0.0,95.875,19.9,21.3,1
115,13,1,0,1,8.0,0.0,13.0,88.0,90.74918566775244,95.21428571428571,11.0,6.0,24.0,25.0,28.0,17.0,71.35483870967742,43.0,14.0,95.875,13.7,30.8,1
116,9,1,0,0,14.0,0.0,21.0,98.0,90.74918566775244,95.21428571428571,1.0,10.0,24.0,32.0,16.0,17.0,71.35483870967742,70.0,10.0,95.875,23.2,33.1,1
117,25,1,0,0,19.0,0.0,62.0,97.0,90.74918566775244,95.21428571428571,2.0,9.0,25.0,31.0,22.0,13.0,71.35483870967742,52.0,8.0,95.875,27.2,20.4,1
118,9,1,1,0,23.0,0.0,22.0,64.0,75.0,95.21428571428571,11.0,17.0,34.0,26.0,18.0,4.0,71.35483870967742,43.0,3.0,95.875,28.5,15.6,1
119,10,1,0,0,12.0,0.0,26.0,100.0,90.74918566775244,95.21428571428571,3.0,13.0,19.0,28.0,26.0,15.0,71.35483870967742,55.0,8.0,95.875,8.1,31.3,1
120,20,1,0,0,13.0,0.0,40.0,96.0,90.74918566775244,95.21428571428571,1.0,13.0,28.0,34.0,18.0,7.0,71.35483870967742,48.0,13.0,95.875,20.2,17.4,1
121,14,1,0,0,25.0,2.0,44.0,95.0,90.74918566775244,95.21428571428571,4.0,8.0,20.0,32.0,21.0,20.0,71.35483870967742,49.0,18.0,95.875,31.8,32.4,2
122,34,1,1,1,15.0,0.0,53.0,94.0,90.74918566775244,95.21428571428571,1.0,12.0,23.0,25.0,27.0,13.0,71.35483870967742,36.0,9.0,95.875,40.2,23.0,2
123,12,1,1,0,21.0,0.0,33.0,96.0,74.0,95.21428571428571,1.0,3.0,20.0,21.0,34.0,22.0,71.35483870967742,69.0,18.0,95.875,29.7,31.2,1
124,21,1,0,0,18.0,0.0,44.0,97.0,90.74918566775244,95.21428571428571,0.0,12.0,22.0,25.0,26.0,16.0,71.35483870967742,51.0,6.0,95.875,29.7,20.0,1
125,12,1,0,0,23.0,0.0,35.0,98.0,90.74918566775244,95.21428571428571,2.0,9.0,25.0,26.0,26.0,13.0,71.35483870967742,53.0,11.0,95.875,21.3,17.9,1
126,17,1,0,0,11.0,0.0,28.0,98.0,90.74918566775244,95.21428571428571,2.0,9.0,22.0,25.0,25.0,19.0,71.35483870967742,72.0,17.0,95.875,29.9,21.9,1
127,10,1,0,0,4.0,4.0,26.0,99.0,90.74918566775244,95.21428571428571,2.0,7.0,26.0,32.0,22.0,12.0,71.35483870967742,66.0,5.0,95.875,13.5,30.9,1
128,9,1,1,0,0.0,0.0,12.0,93.0,90.74918566775244,95.21428571428571,3.0,6.0,25.0,24.0,26.0,19.0,71.35483870967742,83.0,8.0,95.875,15.6,18.2,1
129,12,1,0,0,19.0,0.0,16.0,95.0,90.74918566775244,95.21428571428571,0.0,4.0,19.0,24.0,28.0,24.0,71.35483870967742,73.0,4.0,95.875,11.4,31.2,1
130,24,1,0,0,18.0,0.0,56.0,99.0,90.74918566775244,95.21428571428571,0.0,10.0,22.0,26.0,23.0,19.0,71.35483870967742,51.0,4.0,95.875,22.7,20.0,1
131,24,1,0,0,23.0,0.0,52.0,98.0,90.74918566775244,95.21428571428571,1.0,10.0,17.0,30.0,22.0,21.0,71.35483870967742,43.0,9.0,95.875,25.1,32.0,1
132,10,1,0,0,17.60762331838565,0.22266298723697828,4.0,95.98320456835741,90.74918566775244,95.21428571428571,2.448151062155783,8.779016805402858,25.765980838699544,31.04083555834773,21.35746819538244,13.055599183288834,71.35483870967742,63.26854891661195,12.24376231122784,95.875,26.72686037126708,21.716423297785052,1
133,13,1,1,0,17.0,0.0,41.0,96.0,90.0,95.21428571428571,2.0,10.0,25.0,33.0,16.0,17.0,71.35483870967742,72.0,11.0,95.875,24.2,25.9,1
134,16,1,0,0,27.0,7.0,15.0,98.0,90.74918566775244,95.21428571428571,3.0,6.0,15.0,25.0,30.0,23.0,71.35483870967742,53.0,16.0,95.875,32.4,26.4,2
